aggregateTime,广告系列名称,广告系列ID,推广目标,广告组ID,广告组名称,推广应用,定向国家,广告ID,广告名称,展示数,点击数,CTR,CPM(USD),CPC(USD),花费(USD),转化量,转化率,转化成本(USD),单次转化价值(USD),去重安装数,去重安装率,去重安装成本(USD),点击归因安装数,点击归因安装率,点击归因安装成本(USD)
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819011715897088,bd_wsy_0922_热门模版-d,com.video.music.editor.maker,bd,32819011717306112,CayCut_in_220922_zhangguiping_9X16_4,299058,12782,4.27%,0.02,0.00,6.57,222,1.74%,0.03,0.00,222,0.01736817399468002,0.03,224,1.75%,0.03
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816015594460672,gcc-坐-0921,com.video.music.editor.maker,sa,32816015595279872,pk_210830_chenweiyu_1X1_vido01.mp4-09,102,13,12.75%,0.32,0.00,0.03,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,kz,32866444591665920,in_220930_wangshiyu_02.mp4,5981,739,12.36%,0.25,0.00,1.47,28,3.79%,0.05,0.00,28,0.037889039242219216,0.05,32,4.33%,0.05
2022-10-09,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42819033146955520,bd_wsy_0922 _迭代素材,com.video.music.editor.maker,bd,32819033148593920,catcut_in_220920_liaoluhui_1X1_boy 05.mp4,817192,39658,4.85%,0.05,0.00,39.79,1467,3.70%,0.03,0.00,1467,0.036991275404710276,0.03,1442,3.64%,0.03
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42795778952335872,bd_wsy_0914_b,com.video.music.editor.maker,bd,32795778953187840,广告-2022090658359-Copy1-1663128165,59340,6746,11.37%,0.09,0.00,5.54,180,2.67%,0.03,0.00,180,0.026682478505781204,0.03,157,2.33%,0.04
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42816339025630464,lisa-0921,com.video.music.editor.maker,bd,32816339026580736,Lisa-天空.mp4--0,53093,2523,4.75%,0.02,0.00,1.12,27,1.07%,0.04,0.00,27,0.01070154577883472,0.04,28,1.11%,0.04
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819017236846336,bd_wsy_0922_热门模版-e,com.video.music.editor.maker,bd,32819017237272320,CayCut_in_220922_zhangguiping_9X16_5,80,9,11.25%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42851976237912576,bd_wl_0922 _迭代素材-Copy1-1664843634,com.video.music.editor.maker,bd,32851976240239104,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843634,215531,8786,4.08%,0.06,0.00,13.08,418,4.76%,0.03,0.00,418,0.04757568859549283,0.03,391,4.45%,0.03
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42773625148578560,bd_wsy_0906_1,com.video.music.editor.maker,bd,32773625149627136,广告-2022090658359,479664,31291,6.52%,0.07,0.00,33.03,1070,3.42%,0.03,0.00,1070,0.03419513598159215,0.03,976,3.12%,0.03
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000582183168,CayCut_in_220922_zhangguiping_9X16_2,316,28,8.86%,0.06,0.00,0.02,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,ae,32866457414046464,catcut_in_220920_liaoluhui_1X1_couple1.mp4,1423,84,5.90%,0.26,0.00,0.37,2,2.38%,0.18,0.00,2,0.023809523809523808,0.18,2,2.38%,0.18
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935382308096,vido01_chenweiyu_9X16_220728.mp4,60879,56,0.09%,0.00,0.00,0.04,1,1.79%,0.04,0.00,1,0.017857142857142856,0.04,2,3.57%,0.02
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935366153472,vido03_chenweiyu_16X9_220728.mp4,80294,1037,1.29%,0.00,0.00,0.21,10,0.96%,0.02,0.00,10,0.009643201542912247,0.02,7,0.68%,0.03
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,tr,32866444592452352,in_220930_wangshiyu_04.mp4,12460,441,3.54%,0.07,0.00,0.93,12,2.72%,0.08,0.00,12,0.027210884353741496,0.08,17,3.85%,0.05
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,sa,32841370833654528,220920_liaoluhui_1X1_boy05.mp4,812,33,4.06%,0.11,0.00,0.09,3,9.09%,0.03,0.00,3,0.09090909090909091,0.03,2,6.06%,0.04
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42807427239874816,花-0918,com.video.music.editor.maker,bd,32807427241021696,in_220816_chenweiyu_9x16_vido01.mp4-Copy1-1663484103,65,7,10.77%,0.14,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42819033146955520,bd_wsy_0922 _迭代素材,com.video.music.editor.maker,bd,32819033147971328,catcut_in_220920_liaoluhui_1X1_boy 04.mp4,738654,42349,5.73%,0.04,0.00,28.81,1092,2.58%,0.03,0.00,1092,0.025785732839028075,0.03,1074,2.54%,0.03
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42807427239874816,花-0918,com.video.music.editor.maker,bd,32807427242725632,in_220831_chenweiyu_9X16_vido3.mp4-Copy1-1663484103,952,48,5.04%,0.05,0.00,0.04,1,2.08%,0.04,0.00,1,0.020833333333333332,0.04,2,4.17%,0.02
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955807782144,pk_210830_chinweiyu_1X1_vido14.mp4,34619,45,0.13%,0.00,0.00,0.02,2,4.44%,0.01,0.00,2,0.044444444444444446,0.01,1,2.22%,0.02
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,sa,32810654831186688,in_220825_chenweiyu_1x1_vido16.mp4--0,2227,2,0.09%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42810584560996608,花-0919-复制,com.video.music.editor.maker,bd,32810584562012416,in_220816_chenweiyu_9x16_vido01.mp4-Copy1-1663580216,121,9,7.44%,0.02,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,ae,32866457413292800,catcut_in_220920_liaoluhui_1X1_boy04.mp4,4555,134,2.94%,0.09,0.00,0.39,3,2.24%,0.13,0.00,3,0.022388059701492536,0.13,4,2.99%,0.10
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,sa,32851970543063808,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843438,15,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756929263113728,出量视频-0831,com.video.music.editor.maker,bd,32756929263998464,vido_chenweiyu_1X1_220805.mp4,193534,7016,3.63%,0.02,0.00,4.20,131,1.87%,0.03,0.00,131,0.018671607753705816,0.03,116,1.65%,0.04
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818989547854080,bd_wsy_0922_热门模版-a,com.video.music.editor.maker,bd,32818989548640512,CayCut_in_220921_zhangguiping_9X16_cola01.mp4,797181,41887,5.25%,0.02,0.00,13.66,435,1.04%,0.03,0.00,435,0.01038508367751331,0.03,398,0.95%,0.03
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,tr,32866444591665920,in_220930_wangshiyu_02.mp4,7662,321,4.19%,0.08,0.00,0.64,8,2.49%,0.08,0.00,8,0.024922118380062305,0.08,9,2.80%,0.07
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935364678912,vido_chenweiyu_1X1_220805.mp4-Copy1-1661942826,33138,299,0.90%,0.03,0.00,1.11,33,11.04%,0.03,0.00,33,0.11036789297658862,0.03,32,10.70%,0.03
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42807428907339776,bd_wl_0906_1-Copy1-1663484,com.video.music.editor.maker,bd,32807428907798528,广告-2022090658359-Copy1-1663484147,4323,437,10.11%,0.09,0.00,0.39,10,2.29%,0.04,0.00,10,0.02288329519450801,0.04,10,2.29%,0.04
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,sa,32810654829843200,文件09.mp4-008,2876,5,0.17%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42759601429747712,出量视频-0831-Copy1-0901,com.video.music.editor.maker,bd,32759601430665216,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330,223648,9037,4.04%,0.03,0.00,7.20,234,2.59%,0.03,0.00,234,0.02589354874405223,0.03,209,2.31%,0.03
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,kz,32866410726855424,搞怪跳舞人,1446,42,2.90%,0.25,0.01,0.36,1,2.38%,0.36,0.00,1,0.023809523809523808,0.36,1,2.38%,0.36
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000583493888,CayCut_in_220922_zhangguiping_9X16_1,2378,152,6.39%,0.04,0.00,0.09,2,1.32%,0.05,0.00,2,0.013157894736842105,0.05,2,1.32%,0.05
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,ae,32810654831186688,in_220825_chenweiyu_1x1_vido16.mp4--0,648,16,2.47%,0.02,0.00,0.02,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818995273963776,bd_wsy_0922_热门模版-b,com.video.music.editor.maker,bd,32818995276421376,CayCut_in_220921_zhangguiping_9X16_cola02.mp4-Copy1-1663836745,12675,398,3.14%,0.01,0.00,0.10,4,1%,0.03,0.00,4,0.010050251256281407,0.03,5,1.26%,0.02
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819011715897088,bd_wsy_0922_热门模版-d,com.video.music.editor.maker,bd,32819011716388608,CayCut_in_220922_zhangguiping_9X16_3,255160,19776,7.75%,0.04,0.00,9.17,279,1.41%,0.03,0.00,279,0.014108009708737865,0.03,272,1.38%,0.03
2022-10-09,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461378699264,catcut_in_220920_liaoluhui_1X1_boy03.mp4,65222,3358,5.15%,0.05,0.00,3.39,107,3.19%,0.03,0.00,107,0.03186420488385944,0.03,113,3.37%,0.03
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,sa,32851970542211840,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843438,8,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42810584560996608,花-0919-复制,com.video.music.editor.maker,bd,32810584563388672,in_220831_chenweiyu_9X16_vido3.mp4-Copy1-1663580216,18411,833,4.52%,0.03,0.00,0.60,20,2.40%,0.03,0.00,20,0.024009603841536616,0.03,23,2.76%,0.03
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,tr,32841358427296256,蒙娜丽莎,9589,222,2.32%,0.04,0.00,0.36,6,2.70%,0.06,0.00,6,0.02702702702702703,0.06,6,2.70%,0.06
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,ae,32851970543063808,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843438,21,1,4.76%,0.03,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,sa,32866457413292800,catcut_in_220920_liaoluhui_1X1_boy04.mp4,1820,116,6.37%,0.13,0.00,0.24,0,0%,-,-,0,0,-,1,0.86%,0.24
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,ae,32841370833654528,220920_liaoluhui_1X1_boy05.mp4,269,9,3.35%,0.06,0.00,0.02,1,11.11%,0.02,0.00,1,0.1111111111111111,0.02,1,11.11%,0.02
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818989547854080,bd_wsy_0922_热门模版-a,com.video.music.editor.maker,bd,32818989549984000,CayCut_in_220921_zhangguiping_9X16_cola02.mp4,13875,2570,18.52%,0.04,0.00,0.60,17,0.66%,0.04,0.00,17,0.006614785992217899,0.04,21,0.82%,0.03
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42796250874155264,Cc_bd_wsy_0914,com.video.music.editor.maker,bd,32796250875171072,广告-2022090658359-Copy1-1663142773,80,2,2.50%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42795764287377664,bd_wsy_0914_a,com.video.music.editor.maker,bd,32795764288393472,pk_210830_chenweiyu_1X1_vido16.mp4,5,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955810534656,pk_210816_chinweiyu_1X1_vido05.mp4-Copy1-1661943466,7,1,14.29%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810660067119360,bd_wl_0919,com.video.music.editor.maker,sa,32810660067938560,广告-2022090658359-Copy1-1663582467,9558,521,5.45%,0.12,0.00,1.12,9,1.73%,0.12,0.00,9,0.01727447216890595,0.12,7,1.34%,0.16
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796389392585216,黑白-0914,com.video.music.editor.maker,bd,32796389394092544,in_220825_chenweiyu_9X16_vido17.mp4,89,6,6.74%,0.04,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42838181733932800,gcc-画-0929,com.video.music.editor.maker,ae,32838181734653696,画-0929,602,10,1.66%,0.06,0.00,0.04,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810656860541696,出量视频-0831-Copy1-0919,com.video.music.editor.maker,ae,32810656861459200,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330-Copy1-1663582397,4,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,ae,32841370834440960,iaoluhui_1X1_boy05.mp4,22900,983,4.29%,0.17,0.00,3.83,33,3.36%,0.12,0.00,33,0.0335707019328586,0.12,29,2.95%,0.13
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796377055924480,小男孩-0914,com.video.music.editor.maker,bd,32796377056809216,pk_210830_chinweiyu_1X1_vido14.mp4-Copy1-1663146536,106,4,3.77%,0.03,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,sa,32841370834440960,iaoluhui_1X1_boy05.mp4,41890,2122,5.07%,0.14,0.00,5.74,46,2.17%,0.12,0.00,46,0.021677662582469368,0.12,37,1.74%,0.16
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796550181392896,花-0915,com.video.music.editor.maker,bd,32796550182277632,in_220816_chenweiyu_9x16_vido01.mp4,218,51,23.39%,0.04,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373117730816,Lisa-天空.mp4,296667,12450,4.20%,0.02,0.00,5.97,184,1.48%,0.03,0.00,184,0.014779116465863454,0.03,175,1.41%,0.03
2022-10-09,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461377945600,diedai,29371,2013,6.85%,0.06,0.00,1.91,55,2.73%,0.03,0.00,55,0.0273224043715847,0.03,61,3.03%,0.03
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42795756467196160,bd_wsy_0914,com.video.music.editor.maker,bd,32795756468179200,广告-2022090658359-Copy1-1663127669,955,38,3.98%,0.01,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810660067119360,bd_wl_0919,com.video.music.editor.maker,ae,32810660067938560,广告-2022090658359-Copy1-1663582467,5730,242,4.22%,0.12,0.00,0.70,5,2.07%,0.14,0.00,5,0.02066115702479339,0.14,6,2.48%,0.12
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42851976237912576,bd_wl_0922 _迭代素材-Copy1-1664843634,com.video.music.editor.maker,bd,32851976238862848,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843634,41029,1945,4.74%,0.03,0.00,1.03,51,2.62%,0.02,0.00,51,0.02622107969151671,0.02,31,1.59%,0.03
2022-10-09,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461379354624,catcut_in_220920_liaoluhui_1X1_boy05.mp4,424611,23872,5.62%,0.06,0.00,26.93,1018,4.26%,0.03,0.00,1018,0.042644101876675604,0.03,948,3.97%,0.03
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816015594460672,gcc-坐-0921,com.video.music.editor.maker,ae,32816015595279872,pk_210830_chenweiyu_1X1_vido01.mp4-09,211,9,4.27%,0.07,0.00,0.02,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818995273963776,bd_wsy_0922_热门模版-b,com.video.music.editor.maker,bd,32818995274848512,CayCut_in_220922_zhangguiping_9X16,71,8,11.27%,0.03,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_wsy_09,52773625147726592,应用安装量,42779069810643456,catcut_bd_wsy_0908,com.video.music.editor.maker,bd,32779069811823104,广告-2022090658359-Copy1-1662618439,149,12,8.05%,0.03,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810656860541696,出量视频-0831-Copy1-0919,com.video.music.editor.maker,sa,32810656861459200,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330-Copy1-1663582397,22,1,4.55%,0.03,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,ae,32851970542211840,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843438,14,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955809223936,pk_210830_chinweiyu_1X1_vido05.mp4,46085,957,2.08%,0.01,0.00,0.46,16,1.67%,0.03,0.00,16,0.01671891327063741,0.03,12,1.25%,0.04
2022-10-09,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,sa,32866457414046464,catcut_in_220920_liaoluhui_1X1_couple1.mp4,201,4,1.99%,0.08,0.00,0.02,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818989547854080,bd_wsy_0922_热门模版-a,com.video.music.editor.maker,bd,32818989548640512,CayCut_in_220921_zhangguiping_9X16_cola01.mp4,798803,40663,5.09%,0.02,0.00,14.84,475,1.17%,0.03,0.00,475,0.0116813811081327,0.03,422,1.04%,0.04
2022-10-08,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461378699264,catcut_in_220920_liaoluhui_1X1_boy03.mp4,5363,278,5.18%,0.05,0.00,0.25,18,6.47%,0.01,0.00,18,0.06474820143884892,0.01,7,2.52%,0.04
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955810534656,pk_210816_chinweiyu_1X1_vido05.mp4-Copy1-1661943466,202,36,17.82%,0.04,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,ae,32841370833654528,220920_liaoluhui_1X1_boy05.mp4,234,7,2.99%,0.11,0.00,0.03,2,28.57%,0.01,0.00,2,0.2857142857142857,0.01,1,14.29%,0.03
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955807782144,pk_210830_chinweiyu_1X1_vido14.mp4,29079,31,0.11%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373118517248,Music box.mp4,533,16,3%,0.06,0.00,0.03,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935366153472,vido03_chenweiyu_16X9_220728.mp4,76070,951,1.25%,0.01,0.00,0.41,16,1.68%,0.03,0.00,16,0.016824395373291272,0.03,13,1.37%,0.03
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796550181392896,花-0915,com.video.music.editor.maker,bd,32796550188339712,in_220831_chenweiyu_9X16_vido3.mp4,176566,14749,8.35%,0.06,0.00,11.05,352,2.39%,0.03,0.00,352,0.02386602481524171,0.03,328,2.22%,0.03
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955809223936,pk_210830_chinweiyu_1X1_vido05.mp4,102796,3984,3.88%,0.02,0.00,1.88,56,1.41%,0.03,0.00,56,0.014056224899598393,0.03,56,1.41%,0.03
2022-10-08,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810660067119360,bd_wl_0919,com.video.music.editor.maker,ae,32810660067938560,广告-2022090658359-Copy1-1663582467,2351,112,4.76%,0.21,0.00,0.49,3,2.68%,0.16,0.00,3,0.026785714285714284,0.16,1,0.89%,0.49
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796383846436864,换脸-0914,com.video.music.editor.maker,bd,32796383846928384,vido03_chenweiyu_16X9_220728.mp4-008,43731,880,2.01%,0.03,0.00,1.12,39,4.43%,0.03,0.00,39,0.04431818181818182,0.03,50,5.68%,0.02
2022-10-08,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373117730816,Lisa-天空.mp4,198857,8555,4.30%,0.02,0.00,4.80,157,1.84%,0.03,0.00,157,0.018351841028638224,0.03,111,1.30%,0.04
2022-10-08,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,sa,32851970543063808,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843438,29,2,6.90%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42838181733932800,gcc-画-0929,com.video.music.editor.maker,sa,32838181734653696,画-0929,18857,191,1.01%,0.27,0.03,5.09,45,23.56%,0.11,0.00,45,0.2356020942408377,0.11,44,23.04%,0.12
2022-10-08,catcut_wsy_09,52773625147726592,应用安装量,42779106921615360,catcut_bd_wsy_0908_b,com.video.music.editor.maker,bd,32779106922041344,01-Copy1-1662619601,818,32,3.91%,0.03,0.00,0.03,1,3.13%,0.03,0.00,1,0.03125,0.03,1,3.13%,0.03
2022-10-08,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000583493888,CayCut_in_220922_zhangguiping_9X16_1,184,11,5.98%,0.02,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000582183168,CayCut_in_220922_zhangguiping_9X16_2,107,2,1.87%,0.00,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-08,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935364678912,vido_chenweiyu_1X1_220805.mp4-Copy1-1661942826,28746,664,2.31%,0.04,0.00,1.28,37,5.57%,0.03,0.00,37,0.05572289156626506,0.03,38,5.72%,0.03
